"번호","지역","상호","주소","기간","상표","셀프여부","고급휘발유","휘발유","경유","실내등유"
"A0000134","서울 서대문구","세일석유(주) 구도일주유소 두꺼비","서울 서대문구 성산로 312","2020년 09월","S-OIL","셀프","0.00","1359.17","1159.17","1100.00"
"A0000134","서울 서대문구","세일석유(주) 구도일주유소 두꺼비","서울 서대문구 성산로 312","2020년 10월","S-OIL","셀프","0.00","1350.84","1150.52","1067.74"
"A0000134","서울 서대문구","세일석유(주) 구도일주유소 두꺼비","서울 서대문구 성산로 312","2020년 11월","S-OIL","셀프","0.00","1327.23","1127.23","1000.00"
"A0000134","서울 서대문구","세일석유(주) 구도일주유소 두꺼비","서울 서대문구 성산로 312","2020년 12월","S-OIL","셀프","0.00","1362.16","1162.16","1003.23"
"A0000591","서울 서대문구","연희주유소","서울 서대문구 연희로 129 (연희동 89-7번지)","2020년 07월","SK에너지","일반","1689.65","1376.77","1176.77","0.00"
"A0000591","서울 서대문구","연희주유소","서울 서대문구 연희로 129 (연희동 89-7번지)","2020년 08월","SK에너지","일반","1683.52","1377.42","1177.42","0.00"
"A0000591","서울 서대문구","연희주유소","서울 서대문구 연희로 129 (연희동 89-7번지)","2020년 09월","SK에너지","일반","1675.67","1359.17","1159.17","0.00"
"A0000591","서울 서대문구","연희주유소","서울 서대문구 연희로 129 (연희동 89-7번지)","2020년 10월","SK에너지","일반","1676.42","1351.52","1151.19","0.00"
"A0000591","서울 서대문구","연희주유소","서울 서대문구 연희로 129 (연희동 89-7번지)","2020년 11월","SK에너지","일반","1676.33","1331.33","1131.33","0.00"
"A0000591","서울 서대문구","연희주유소","서울 서대문구 연희로 129 (연희동 89-7번지)","2020년 12월","SK에너지","일반","1685.45","1367.90","1167.90","0.00"
"A0000747","서울 서대문구","중앙에너비스 동교지점","서울 서대문구 연희로 12 (창천동)","2020년 07월","SK에너지","셀프","1718.00","1403.16","1203.16","0.00"
"A0000747","서울 서대문구","중앙에너비스 동교지점","서울 서대문구 연희로 12 (창천동)","2020년 08월","SK에너지","셀프","1720.26","1400.26","1200.26","0.00"
"A0000747","서울 서대문구","중앙에너비스 동교지점","서울 서대문구 연희로 12 (창천동)","2020년 09월","SK에너지","셀프","1714.00","1380.13","1180.13","0.00"
"A0000747","서울 서대문구","중앙에너비스 동교지점","서울 서대문구 연희로 12 (창천동)","2020년 10월","SK에너지","셀프","1698.00","1357.00","1157.00","0.00"
"A0000747","서울 서대문구","중앙에너비스 동교지점","서울 서대문구 연희로 12 (창천동)","2020년 11월","SK에너지","셀프","1698.00","1343.00","1143.00","0.00"
"A0000747","서울 서대문구","중앙에너비스 동교지점","서울 서대문구 연희로 12 (창천동)","2020년 12월","SK에너지","셀프","1720.58","1405.10","1205.10","0.00"
"A0001193","서울 서대문구","지에스칼텍스(주)홍제동주유소","서울 서대문구 통일로 372","2020년 07월","GS칼텍스","셀프","1543.71","1384.35","1184.35","1265.00"
"A0001193","서울 서대문구","지에스칼텍스(주)홍제동주유소","서울 서대문구 통일로 372","2020년 08월","GS칼텍스","셀프","1554.35","1394.35","1193.87","1265.00"
"A0001193","서울 서대문구","지에스칼텍스(주)홍제동주유소","서울 서대문구 통일로 372","2020년 09월","GS칼텍스","셀프","1550.00","1385.00","1185.00","1265.00"
"A0001193","서울 서대문구","지에스칼텍스(주)홍제동주유소","서울 서대문구 통일로 372","2020년 10월","GS칼텍스","셀프","1536.29","1360.48","1160.48","1265.00"
"A0001193","서울 서대문구","지에스칼텍스(주)홍제동주유소","서울 서대문구 통일로 372","2020년 11월","GS칼텍스","셀프","1525.00","1335.00","1134.50","1265.00"
"A0001193","서울 서대문구","지에스칼텍스(주)홍제동주유소","서울 서대문구 통일로 372","2020년 12월","GS칼텍스","셀프","1547.58","1375.00","1174.52","1265.00"
"A0000627","서울 서대문구","행촌제2주유소","서울 서대문구 성산로 490 (대신동)","2020년 07월","SK에너지","일반","1689.00","1376.77","1176.77","0.00"
"A0000627","서울 서대문구","행촌제2주유소","서울 서대문구 성산로 490 (대신동)","2020년 08월","SK에너지","일반","1680.61","1377.42","1177.42","0.00"
"A0000627","서울 서대문구","행촌제2주유소","서울 서대문구 성산로 490 (대신동)","2020년 09월","SK에너지","일반","1615.80","1359.17","1159.17","0.00"
"A0000627","서울 서대문구","행촌제2주유소","서울 서대문구 성산로 490 (대신동)","2020년 10월","SK에너지","일반","1599.00","1351.52","1151.19","0.00"
"A0000627","서울 서대문구","행촌제2주유소","서울 서대문구 성산로 490 (대신동)","2020년 11월","SK에너지","일반","1599.00","1331.33","1131.33","0.00"
"A0000627","서울 서대문구","행촌제2주유소","서울 서대문구 성산로 490 (대신동)","2020년 12월","SK에너지","일반","1634.10","1366.52","1166.52","0.00"
"A0000716","서울 서대문구","현대오일뱅크(주)직영 연세주유소","서울 서대문구 연희로 184","2020년 07월","GS칼텍스","셀프","1559.00","1384.68","1184.68","0.00"
"A0000716","서울 서대문구","현대오일뱅크(주)직영 연세주유소","서울 서대문구 연희로 184","2020년 08월","GS칼텍스","셀프","1559.00","1385.00","1185.32","0.00"
"A0000716","서울 서대문구","현대오일뱅크(주)직영 연세주유소","서울 서대문구 연희로 184","2020년 09월","GS칼텍스","셀프","1559.00","1367.67","1167.67","0.00"
"A0000716","서울 서대문구","현대오일뱅크(주)직영 연세주유소","서울 서대문구 연희로 184","2020년 10월","GS칼텍스","셀프","1559.00","1354.90","1154.90","0.00"
"A0000716","서울 서대문구","현대오일뱅크(주)직영 연세주유소","서울 서대문구 연희로 184","2020년 11월","GS칼텍스","셀프","1542.13","1340.61","1140.61","0.00"
"A0000716","서울 서대문구","현대오일뱅크(주)직영 연세주유소","서울 서대문구 연희로 184","2020년 11월","현대오일뱅크","셀프","1552.00","1329.00","1129.00","0.00"
"A0000716","서울 서대문구","현대오일뱅크(주)직영 연세주유소","서울 서대문구 연희로 184","2020년 12월","현대오일뱅크","셀프","1568.00","1359.00","1159.00","0.00"
"A0000669","서울 서대문구","현대오일뱅크㈜직영 독립문주유소","서울 서대문구 통일로 384 (홍제동)","2020년 07월","현대오일뱅크","일반","1598.35","1398.32","1198.32","1000.00"
"A0000669","서울 서대문구","현대오일뱅크㈜직영 독립문주유소","서울 서대문구 통일로 384 (홍제동)","2020년 08월","현대오일뱅크","일반","1599.00","1407.71","1216.42","1000.00"
"A0000669","서울 서대문구","현대오일뱅크㈜직영 독립문주유소","서울 서대문구 통일로 384 (홍제동)","2020년 09월","현대오일뱅크","일반","1601.67","1406.00","1219.37","1000.00"
"A0000669","서울 서대문구","현대오일뱅크㈜직영 독립문주유소","서울 서대문구 통일로 384 (홍제동)","2020년 10월","현대오일뱅크","일반","1603.52","1395.45","1202.00","1000.00"
"A0000669","서울 서대문구","현대오일뱅크㈜직영 독립문주유소","서울 서대문구 통일로 384 (홍제동)","2020년 11월","현대오일뱅크","일반","1591.00","1382.33","1189.00","0.00"
"A0000669","서울 서대문구","현대오일뱅크㈜직영 독립문주유소","서울 서대문구 통일로 384 (홍제동)","2020년 12월","현대오일뱅크","일반","1592.84","1405.06","1208.32","0.00"
"A0000928","서울 서초구","(주)대농석유 남태령주유소","서울 서초구 과천대로 838 (방배동)","2020년 07월","SK에너지","셀프","0.00","1390.81","1207.32","0.00"
"A0000928","서울 서초구","(주)대농석유 남태령주유소","서울 서초구 과천대로 838 (방배동)","2020년 08월","SK에너지","셀프","0.00","1400.68","1210.68","0.00"
"A0000928","서울 서초구","(주)대농석유 남태령주유소","서울 서초구 과천대로 838 (방배동)","2020년 09월","SK에너지","셀프","0.00","1410.00","1211.00","0.00"
"A0000928","서울 서초구","(주)대농석유 남태령주유소","서울 서초구 과천대로 838 (방배동)","2020년 10월","SK에너지","셀프","0.00","1402.16","1205.71","0.00"
"A0000928","서울 서초구","(주)대농석유 남태령주유소","서울 서초구 과천대로 838 (방배동)","2020년 11월","SK에너지","셀프","0.00","1382.67","1184.00","0.00"
"A0000928","서울 서초구","(주)대농석유 남태령주유소","서울 서초구 과천대로 838 (방배동)","2020년 12월","SK에너지","셀프","0.00","1411.52","1218.94","0.00"
"A0009886","서울 서초구","(주)선문에너지 중앙주유소","서울특별시 서초구  바우뫼로 219 (양재1동)","2020년 07월","S-OIL","일반","2088.00","1878.00","1698.00","1250.00"
"A0009886","서울 서초구","(주)선문에너지 중앙주유소","서울특별시 서초구  바우뫼로 219 (양재1동)","2020년 08월","S-OIL","일반","2088.00","1878.00","1698.00","1250.00"
"A0009886","서울 서초구","(주)선문에너지 중앙주유소","서울특별시 서초구  바우뫼로 219 (양재1동)","2020년 09월","S-OIL","일반","2088.00","1878.00","1698.00","1250.00"
"A0009886","서울 서초구","(주)선문에너지 중앙주유소","서울특별시 서초구  바우뫼로 219 (양재1동)","2020년 10월","S-OIL","일반","2088.00","1864.88","1674.46","1250.00"
"A0009886","서울 서초구","(주)선문에너지 중앙주유소","서울특별시 서초구  바우뫼로 219 (양재1동)","2020년 11월","S-OIL","일반","2088.00","1847.00","1647.00","1250.00"
"A0009886","서울 서초구","(주)선문에너지 중앙주유소","서울특별시 서초구  바우뫼로 219 (양재1동)","2020년 12월","S-OIL","일반","2088.00","1850.87","1650.87","1250.00"
"A0009911","서울 서초구","(주)한미건설 서울주유소","서울 서초구 서초중앙로 91 (서초동)","2020년 07월","GS칼텍스","일반","0.00","1405.00","1228.00","0.00"
"A0009911","서울 서초구","(주)한미건설 서울주유소","서울 서초구 서초중앙로 91 (서초동)","2020년 08월","GS칼텍스","일반","0.00","1405.32","1228.23","0.00"
"A0009911","서울 서초구","(주)한미건설 서울주유소","서울 서초구 서초중앙로 91 (서초동)","2020년 09월","GS칼텍스","일반","0.00","1412.20","1228.47","0.00"
"A0009911","서울 서초구","(주)한미건설 서울주유소","서울 서초구 서초중앙로 91 (서초동)","2020년 10월","GS칼텍스","일반","0.00","1402.61","1207.65","0.00"
"A0009911","서울 서초구","(주)한미건설 서울주유소","서울 서초구 서초중앙로 91 (서초동)","2020년 11월","GS칼텍스","일반","0.00","1393.33","1193.33","0.00"
"A0009911","서울 서초구","(주)한미건설 서울주유소","서울 서초구 서초중앙로 91 (서초동)","2020년 12월","GS칼텍스","일반","0.00","1415.48","1229.03","0.00"
"A0009912","서울 서초구","(주)한미석유 서초주유소","서울 서초구 반포대로 64 (서초동)","2020년 07월","GS칼텍스","일반","1578.00","1405.00","1228.00","0.00"
"A0009912","서울 서초구","(주)한미석유 서초주유소","서울 서초구 반포대로 64 (서초동)","2020년 08월","GS칼텍스","일반","1578.97","1405.32","1228.23","0.00"
"A0009912","서울 서초구","(주)한미석유 서초주유소","서울 서초구 반포대로 64 (서초동)","2020년 09월","GS칼텍스","일반","1597.27","1410.33","1225.67","0.00"
"A0009912","서울 서초구","(주)한미석유 서초주유소","서울 서초구 반포대로 64 (서초동)","2020년 10월","GS칼텍스","일반","1585.00","1399.19","1203.39","0.00"
"A0009912","서울 서초구","(주)한미석유 서초주유소","서울 서초구 반포대로 64 (서초동)","2020년 11월","GS칼텍스","일반","1585.00","1390.33","1190.33","0.00"
"A0009912","서울 서초구","(주)한미석유 서초주유소","서울 서초구 반포대로 64 (서초동)","2020년 12월","GS칼텍스","일반","1585.00","1414.03","1227.58","0.00"
"A0009918","서울 서초구","(주)홈런주유소","서울 서초구 양재대로2길 100-30 (우면동)","2020년 07월","S-OIL","셀프","0.00","1406.55","1208.16","0.00"
"A0009918","서울 서초구","(주)홈런주유소","서울 서초구 양재대로2길 100-30 (우면동)","2020년 08월","S-OIL","셀프","0.00","1395.19","1195.19","0.00"
"A0009918","서울 서초구","(주)홈런주유소","서울 서초구 양재대로2길 100-30 (우면동)","2020년 09월","S-OIL","셀프","0.00","1406.33","1206.33","0.00"
"A0009918","서울 서초구","(주)홈런주유소","서울 서초구 양재대로2길 100-30 (우면동)","2020년 10월","S-OIL","셀프","0.00","1391.45","1191.84","0.00"
"A0009918","서울 서초구","(주)홈런주유소","서울 서초구 양재대로2길 100-30 (우면동)","2020년 11월","S-OIL","셀프","0.00","1365.40","1168.40","0.00"
"A0009918","서울 서초구","(주)홈런주유소","서울 서초구 양재대로2길 100-30 (우면동)","2020년 12월","S-OIL","셀프","0.00","1426.71","1226.90","0.00"
"A0002534","서울 서초구","강남대로주유소","서울 서초구 강남대로 206 (양재동)","2020년 07월","S-OIL","셀프","0.00","1393.06","1193.06","0.00"
"A0002534","서울 서초구","강남대로주유소","서울 서초구 강남대로 206 (양재동)","2020년 08월","S-OIL","셀프","0.00","1395.00","1195.00","0.00"
"A0002534","서울 서초구","강남대로주유소","서울 서초구 강남대로 206 (양재동)","2020년 09월","S-OIL","셀프","0.00","1390.67","1190.67","0.00"
"A0002534","서울 서초구","강남대로주유소","서울 서초구 강남대로 206 (양재동)","2020년 10월","S-OIL","셀프","0.00","1383.52","1183.52","0.00"
"A0002534","서울 서초구","강남대로주유소","서울 서초구 강남대로 206 (양재동)","2020년 11월","S-OIL","셀프","0.00","1364.73","1170.33","0.00"
"A0002534","서울 서초구","강남대로주유소","서울 서초구 강남대로 206 (양재동)","2020년 12월","S-OIL","셀프","0.00","1395.00","1199.19","0.00"
"A0000915","서울 서초구","대성산업(주)직영 터미널(고속)주유소","서울 서초구 신반포로 222 (반포동)","2020년 07월","GS칼텍스","일반","1638.00","1438.77","1290.00","990.00"
"A0000915","서울 서초구","대성산업(주)직영 터미널(고속)주유소","서울 서초구 신반포로 222 (반포동)","2020년 08월","GS칼텍스","일반","1638.00","1442.00","1290.00","990.00"
"A0000915","서울 서초구","대성산업(주)직영 터미널(고속)주유소","서울 서초구 신반포로 222 (반포동)","2020년 09월","GS칼텍스","일반","1628.67","1442.00","1290.00","990.00"
"A0000915","서울 서초구","대성산업(주)직영 터미널(고속)주유소","서울 서초구 신반포로 222 (반포동)","2020년 10월","GS칼텍스","일반","1598.00","1431.35","1282.90","990.00"
"A0000915","서울 서초구","대성산업(주)직영 터미널(고속)주유소","서울 서초구 신반포로 222 (반포동)","2020년 11월","GS칼텍스","일반","1598.00","1412.00","1270.00","990.00"
"A0000915","서울 서초구","대성산업(주)직영 터미널(고속)주유소","서울 서초구 신반포로 222 (반포동)","2020년 12월","GS칼텍스","일반","1616.06","1447.48","1305.16","984.84"
"A0000916","서울 서초구","대성산업(주)직영강남주유소","서울 서초구 반포대로 284 (반포동)","2020년 07월","GS칼텍스","일반","1638.00","1438.77","1290.00","0.00"
"A0000916","서울 서초구","대성산업(주)직영강남주유소","서울 서초구 반포대로 284 (반포동)","2020년 08월","GS칼텍스","일반","1638.00","1442.00","1290.00","0.00"
"A0000916","서울 서초구","대성산업(주)직영강남주유소","서울 서초구 반포대로 284 (반포동)","2020년 09월","GS칼텍스","일반","1628.67","1442.00","1290.00","0.00"
"A0000916","서울 서초구","대성산업(주)직영강남주유소","서울 서초구 반포대로 284 (반포동)","2020년 10월","GS칼텍스","일반","1598.00","1431.35","1282.90","0.00"
"A0000916","서울 서초구","대성산업(주)직영강남주유소","서울 서초구 반포대로 284 (반포동)","2020년 11월","GS칼텍스","일반","1598.00","1412.00","1270.00","0.00"
"A0000916","서울 서초구","대성산업(주)직영강남주유소","서울 서초구 반포대로 284 (반포동)","2020년 12월","GS칼텍스","일반","1616.06","1447.48","1305.16","0.00"
"A0009901","서울 서초구","대성석유(주)연일주유소","서울 서초구 남부순환로 2451","2020년 07월","GS칼텍스","일반","1648.00","1415.32","1248.00","1100.00"
"A0009901","서울 서초구","대성석유(주)연일주유소","서울 서초구 남부순환로 2451","2020년 08월","GS칼텍스","일반","1648.00","1422.74","1248.00","1100.00"
"A0009901","서울 서초구","대성석유(주)연일주유소","서울 서초구 남부순환로 2451","2020년 09월","GS칼텍스","일반","1632.67","1410.33","1232.67","1100.00"
"A0009901","서울 서초구","대성석유(주)연일주유소","서울 서초구 남부순환로 2451","2020년 10월","GS칼텍스","일반","1628.00","1395.00","1228.00","1100.00"
"A0009901","서울 서초구","대성석유(주)연일주유소","서울 서초구 남부순환로 2451","2020년 11월","GS칼텍스","일반","1625.00","1395.00","1228.00","1100.00"
"A0009901","서울 서초구","대성석유(주)연일주유소","서울 서초구 남부순환로 2451","2020년 12월","GS칼텍스","일반","1641.23","1429.52","1248.97","1100.00"
"A0009916","서울 서초구","대신석유(주)대우주유소","서울 서초구 양재대로 173 (양재동)","2020년 07월","SK에너지","셀프","0.00","1439.00","1237.00","0.00"
"A0009916","서울 서초구","대신석유(주)대우주유소","서울 서초구 양재대로 173 (양재동)","2020년 08월","SK에너지","셀프","0.00","1439.00","1237.00","0.00"
"A0009916","서울 서초구","대신석유(주)대우주유소","서울 서초구 양재대로 173 (양재동)","2020년 09월","SK에너지","셀프","0.00","1439.00","1237.00","0.00"
"A0009916","서울 서초구","대신석유(주)대우주유소","서울 서초구 양재대로 173 (양재동)","2020년 10월","SK에너지","셀프","0.00","1423.52","1221.52","0.00"
"A0009916","서울 서초구","대신석유(주)대우주유소","서울 서초구 양재대로 173 (양재동)","2020년 11월","SK에너지","셀프","0.00","1399.00","1197.00","0.00"
"A0009916","서울 서초구","대신석유(주)대우주유소","서울 서초구 양재대로 173 (양재동)","2020년 12월","SK에너지","셀프","0.00","1423.84","1221.84","0.00"
"A0009917","서울 서초구","대신석유㈜서원주유소","서울 서초구 반포대로 142 (서초동)","2020년 07월","SK에너지","일반","1998.00","1870.90","1670.90","0.00"
"A0009917","서울 서초구","대신석유㈜서원주유소","서울 서초구 반포대로 142 (서초동)","2020년 08월","SK에너지","일반","1998.00","1878.00","1678.00","0.00"
"A0009917","서울 서초구","대신석유㈜서원주유소","서울 서초구 반포대로 142 (서초동)","2020년 09월","SK에너지","일반","1998.00","1861.00","1661.00","0.00"
"A0009917","서울 서초구","대신석유㈜서원주유소","서울 서초구 반포대로 142 (서초동)","2020년 10월","SK에너지","일반","1998.00","1848.00","1648.00","0.00"
"A0009917","서울 서초구","대신석유㈜서원주유소","서울 서초구 반포대로 142 (서초동)","2020년 11월","SK에너지","일반","1998.00","1848.00","1648.00","0.00"
"A0009917","서울 서초구","대신석유㈜서원주유소","서울 서초구 반포대로 142 (서초동)","2020년 12월","SK에너지","일반","1998.00","1861.23","1663.81","0.00"
"A0011826","서울 서초구","만남의광장주유소","서울 서초구 양재대로12길 73-71","2020년 07월","알뜰(ex)","셀프","0.00","1312.94","1115.06","0.00"
"A0011826","서울 서초구","만남의광장주유소","서울 서초구 양재대로12길 73-71","2020년 08월","알뜰(ex)","셀프","0.00","1304.90","1105.06","0.00"
"A0011826","서울 서초구","만남의광장주유소","서울 서초구 양재대로12길 73-71","2020년 09월","알뜰(ex)","셀프","0.00","1294.90","1095.97","0.00"
"A0011826","서울 서초구","만남의광장주유소","서울 서초구 양재대로12길 73-71","2020년 10월","알뜰(ex)","셀프","0.00","1272.39","1072.29","0.00"
"A0011826","서울 서초구","만남의광장주유소","서울 서초구 양재대로12길 73-71","2020년 11월","알뜰(ex)","셀프","0.00","1254.10","1053.97","0.00"
"A0011826","서울 서초구","만남의광장주유소","서울 서초구 양재대로12길 73-71","2020년 12월","알뜰(ex)","셀프","0.00","1349.10","1149.10","0.00"
"A0009869","서울 서초구","말죽거리주유소","서울 서초구 남부순환로 2650 (양재동)","2020년 07월","GS칼텍스","일반","0.00","1394.39","1194.39","1171.65"
"A0009869","서울 서초구","말죽거리주유소","서울 서초구 남부순환로 2650 (양재동)","2020년 08월","GS칼텍스","일반","0.00","1396.00","1196.00","1176.00"
"A0009869","서울 서초구","말죽거리주유소","서울 서초구 남부순환로 2650 (양재동)","2020년 09월","GS칼텍스","일반","0.00","1396.00","1196.00","1170.67"
"A0009869","서울 서초구","말죽거리주유소","서울 서초구 남부순환로 2650 (양재동)","2020년 10월","GS칼텍스","일반","0.00","1390.19","1190.19","1176.00"
"A0009869","서울 서초구","말죽거리주유소","서울 서초구 남부순환로 2650 (양재동)","2020년 11월","GS칼텍스","일반","0.00","1369.57","1169.57","1159.57"
"A0009869","서울 서초구","말죽거리주유소","서울 서초구 남부순환로 2650 (양재동)","2020년 12월","GS칼텍스","일반","0.00","1393.65","1193.65","1183.65"
"A0000866","서울 서초구","반포그린주유소","서울 서초구 서초중앙로 239 (반포동)","2020년 07월","GS칼텍스","일반","1638.00","1438.13","1290.00","0.00"
"A0000866","서울 서초구","반포그린주유소","서울 서초구 서초중앙로 239 (반포동)","2020년 08월","GS칼텍스","일반","1638.00","1442.00","1290.00","0.00"
"A0000866","서울 서초구","반포그린주유소","서울 서초구 서초중앙로 239 (반포동)","2020년 09월","GS칼텍스","일반","1630.00","1442.00","1290.00","0.00"
"A0000866","서울 서초구","반포그린주유소","서울 서초구 서초중앙로 239 (반포동)","2020년 10월","GS칼텍스","일반","1598.00","1431.35","1282.90","0.00"
"A0000866","서울 서초구","반포그린주유소","서울 서초구 서초중앙로 239 (반포동)","2020년 11월","GS칼텍스","일반","1598.00","1412.00","1270.00","0.00"
"A0000866","서울 서초구","반포그린주유소","서울 서초구 서초중앙로 239 (반포동)","2020년 12월","GS칼텍스","일반","1614.45","1444.58","1302.26","0.00"
"A0000894","서울 서초구","방배동주유소","서울 서초구 효령로 29 (방배동)","2020년 07월","SK에너지","일반","0.00","1467.00","1269.65","0.00"
"A0000894","서울 서초구","방배동주유소","서울 서초구 효령로 29 (방배동)","2020년 08월","SK에너지","일반","0.00","1489.26","1274.00","0.00"
"A0000894","서울 서초구","방배동주유소","서울 서초구 효령로 29 (방배동)","2020년 09월","SK에너지","일반","0.00","1497.00","1261.40","1470.00"
"A0000894","서울 서초구","방배동주유소","서울 서초구 효령로 29 (방배동)","2020년 10월","SK에너지","일반","0.00","1497.00","1247.87","0.00"
"A0000894","서울 서초구","방배동주유소","서울 서초구 효령로 29 (방배동)","2020년 11월","SK에너지","일반","0.00","1497.00","1208.33","0.00"
"A0000894","서울 서초구","방배동주유소","서울 서초구 효령로 29 (방배동)","2020년 12월","SK에너지","일반","0.00","1503.45","1270.23","0.00"
"A0009890","서울 서초구","서초꽃마을주유소","서울 서초구 반포대로 69 (서초동)","2020년 07월","GS칼텍스","일반","1598.00","1415.00","1248.00","0.00"
"A0009890","서울 서초구","서초꽃마을주유소","서울 서초구 반포대로 69 (서초동)","2020년 08월","GS칼텍스","일반","1598.97","1415.32","1248.23","0.00"
"A0009890","서울 서초구","서초꽃마을주유소","서울 서초구 반포대로 69 (서초동)","2020년 09월","GS칼텍스","일반","1612.60","1417.53","1239.13","0.00"
"A0009890","서울 서초구","서초꽃마을주유소","서울 서초구 반포대로 69 (서초동)","2020년 10월","GS칼텍스","일반","1595.00","1402.61","1207.65","0.00"
"A0009890","서울 서초구","서초꽃마을주유소","서울 서초구 반포대로 69 (서초동)","2020년 11월","GS칼텍스","일반","1595.00","1393.33","1193.33","0.00"
"A0009890","서울 서초구","서초꽃마을주유소","서울 서초구 반포대로 69 (서초동)","2020년 12월","GS칼텍스","일반","1595.00","1420.65","1234.19","0.00"
"A0000194","서울 서초구","선우상사Q엔느","서울 서초구 방배로 66 (방배동)","2020년 07월","SK에너지","일반","2163.97","1882.97","1693.48","0.00"
"A0000194","서울 서초구","선우상사Q엔느","서울 서초구 방배로 66 (방배동)","2020년 08월","SK에너지","일반","2173.00","1896.35","1698.00","0.00"
"A0000194","서울 서초구","선우상사Q엔느","서울 서초구 방배로 66 (방배동)","2020년 09월","SK에너지","일반","2173.00","1896.33","1692.67","0.00"
"A0000194","서울 서초구","선우상사Q엔느","서울 서초구 방배로 66 (방배동)","2020년 10월","SK에너지","일반","2164.13","1873.45","1668.32","0.00"
"A0000194","서울 서초구","선우상사Q엔느","서울 서초구 방배로 66 (방배동)","2020년 11월","SK에너지","일반","2148.00","1867.00","1638.00","0.00"
"A0000194","서울 서초구","선우상사Q엔느","서울 서초구 방배로 66 (방배동)","2020년 12월","SK에너지","일반","2164.13","1885.71","1671.87","0.00"
"A0000863","서울 서초구","신반포주유소","서울 서초구 사평대로 94 (반포동)","2020년 07월","SK에너지","일반","1594.77","1400.58","1242.19","1100.00"
"A0000863","서울 서초구","신반포주유소","서울 서초구 사평대로 94 (반포동)","2020년 08월","SK에너지","일반","1611.55","1420.10","1262.52","1100.00"
"A0000863","서울 서초구","신반포주유소","서울 서초구 사평대로 94 (반포동)","2020년 09월","SK에너지","일반","1594.93","1428.00","1268.00","0.00"
"A0000863","서울 서초구","신반포주유소","서울 서초구 사평대로 94 (반포동)","2020년 10월","SK에너지","일반","1565.65","1403.71","1250.58","1100.00"
"A0000863","서울 서초구","신반포주유소","서울 서초구 사평대로 94 (반포동)","2020년 11월","SK에너지","일반","1549.00","1378.00","1228.00","1100.00"
"A0000863","서울 서초구","신반포주유소","서울 서초구 사평대로 94 (반포동)","2020년 12월","SK에너지","일반","1581.90","1412.84","1262.84","1100.00"
"A0011828","서울 서초구","양재주유소","서울 서초구 바우뫼로 178","2020년 07월","SK에너지","일반","1544.90","1398.55","1198.55","0.00"
"A0011828","서울 서초구","양재주유소","서울 서초구 바우뫼로 178","2020년 08월","SK에너지","일반","1572.00","1396.29","1196.29","0.00"
"A0011828","서울 서초구","양재주유소","서울 서초구 바우뫼로 178","2020년 09월","SK에너지","일반","1568.67","1391.00","1191.00","0.00"
"A0011828","서울 서초구","양재주유소","서울 서초구 바우뫼로 178","2020년 10월","SK에너지","일반","1562.00","1383.84","1183.84","0.00"
"A0011828","서울 서초구","양재주유소","서울 서초구 바우뫼로 178","2020년 11월","SK에너지","일반","1562.00","1370.80","1171.00","0.00"
"A0011828","서울 서초구","양재주유소","서울 서초구 바우뫼로 178","2020년 12월","SK에너지","일반","1565.55","1397.97","1199.39","0.00"
"A0009881","서울 서초구","양재최고주유소","서울 서초구 매헌로 72 (양재동)","2020년 07월","S-OIL","일반","0.00","1393.71","1193.06","0.00"
"A0009881","서울 서초구","양재최고주유소","서울 서초구 매헌로 72 (양재동)","2020년 08월","S-OIL","일반","0.00","1395.00","1195.00","0.00"
"A0009881","서울 서초구","양재최고주유소","서울 서초구 매헌로 72 (양재동)","2020년 09월","S-OIL","일반","0.00","1395.00","1195.00","0.00"
"A0009881","서울 서초구","양재최고주유소","서울 서초구 매헌로 72 (양재동)","2020년 10월","S-OIL","일반","0.00","1395.00","1195.00","0.00"
"A0009881","서울 서초구","양재최고주유소","서울 서초구 매헌로 72 (양재동)","2020년 11월","S-OIL","일반","0.00","1395.00","1195.00","0.00"
"A0009881","서울 서초구","양재최고주유소","서울 서초구 매헌로 72 (양재동)","2020년 12월","S-OIL","일반","0.00","1436.94","1236.94","0.00"
"A0009907","서울 서초구","에너지플러스허브 삼방주유소","서울 서초구 사평대로 364 (서초동)","2020년 07월","GS칼텍스","셀프","1691.19","1491.19","1297.00","0.00"
"A0009907","서울 서초구","에너지플러스허브 삼방주유소","서울 서초구 사평대로 364 (서초동)","2020년 08월","GS칼텍스","셀프","1697.00","1497.00","1297.00","0.00"
"A0009907","서울 서초구","에너지플러스허브 삼방주유소","서울 서초구 사평대로 364 (서초동)","2020년 09월","GS칼텍스","셀프","1697.00","1497.00","1297.00","0.00"
"A0009907","서울 서초구","에너지플러스허브 삼방주유소","서울 서초구 사평대로 364 (서초동)","2020년 11월","GS칼텍스","셀프","1581.00","1417.00","1266.00","0.00"
"A0009907","서울 서초구","에너지플러스허브 삼방주유소","서울 서초구 사평대로 364 (서초동)","2020년 12월","GS칼텍스","셀프","1576.97","1407.48","1248.39","0.00"
"A0009861","서울 서초구","에쓰오일(주)직영 오토테크주유소","서울특별시 서초구  효령로 356 (서초동)","2020년 07월","S-OIL","셀프","1540.84","1390.84","1199.97","0.00"
"A0009861","서울 서초구","에쓰오일(주)직영 오토테크주유소","서울특별시 서초구  효령로 356 (서초동)","2020년 08월","S-OIL","셀프","1545.52","1395.52","1210.26","0.00"
